%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	ethVlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPdssF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF
A	21	0x0400000000004000	1556334147.272372	1556334147.329047	0.056675	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	37669	172.217.10.99	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.032598	0.011335	0.01198413	88.22232	31830.61	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.005529	0.020391	0.01666775	0.005569379	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	4	10	1
B	21	0x0400000000004001	1556334147.293402	1556334147.301978	0.008576	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.10.99	us	"Google LLC"	443	192.168.10.222	07	"Private network"	37669	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.008554	0.002144	0.003205002	466.4179	175023.3	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.002801	0.027069	0.006579	0.009228079	0.02324675	0.01077847	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	3	9	9
A	22	0x0400000000004000	1556334194.075675	1556334194.075797	0.000122	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	57737	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000122	6.1e-05	4.313351e-05	16393.44	524590.2	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.020327	0.021565	0.020946	0.000437699	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	16	14	1.4
B	22	0x0400000000004001	1556334194.096124	1556334194.097362	0.001238	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	57737	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.001238	0.000619	0.0004376991	1615.509	87237.48	0	0.255814	0x0001	1	1	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.020946	0.000437699	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	15	13	13
A	23	0x0400000000004000	1556334207.337343	1556334207.337343	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	40827	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.084502	0.084502	0.084502	0.084502	0	0.084502	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	16	14	1.4
B	23	0x0400000000004001	1556334207.421845	1556334207.421845	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	40827	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.084502	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	15	13	13
A	24	0x0400000000004000	1556334207.433231	1556334207.460158	0.026927	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	59098	172.217.10.131	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.024414	0.0053854	0.007869652	185.6872	66995.95	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.003858	0.02018	0.0160765	0.00610927	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	4	8	0.8
B	24	0x0400000000004001	1556334207.453939	1556334207.464016	0.010077	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.10.131	us	"Google LLC"	443	192.168.10.222	07	"Private network"	59098	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.010024	0.00251925	0.003752392	396.9435	148953.1	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.004234	0.006166	0.0029302	0.002143534	0.0190067	0.006474405	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	3	7	7
A	25	0x0400000000004000	1556334209.546248	1556334209.546248	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	68	192.168.10.254	07	"Private network"	67	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	67	bootps	1	1	356	304	356	356	356	0	0	0	0	0	0	0	0	0.07878788	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.097472	0.097472	0.097472	0.097472	0	0.097472	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	4	2	0.2
B	25	0x0400000000004001	1556334209.643720	1556334209.643720	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		192.168.10.254	07	"Private network"	67	192.168.10.222	07	"Private network"	68	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	67	bootps	1	1	304	356	304	304	304	0	0	0	0	0	0	0	0	-0.07878788	0x0001	65535	0	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.097472	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	3	1	1
A	26	0x0400000000004000	1556334230.637398	1556334230.637398	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	34995	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	37	77	37	37	37	0	0	0	0	0	0	0	0	-0.3508772	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.089105	0.089105	0.089105	0.089105	0	0.089105	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	16	14	1.4
B	26	0x0400000000004001	1556334230.726503	1556334230.726503	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	34995	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	53	domain	1	1	77	37	77	77	77	0	0	0	0	0	0	0	0	0.3508772	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.089105	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	15	13	13
A	27	0x0400000000004000	1556334230.753549	1556334230.835474	0.081925	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	37638	172.217.12.174	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_8	GoogleInc,US_-	443	https	8	6	6654	1818	28	1350	831.75	535.0381	0	0.031939	0.01024062	0.01151692	97.65029	81220.63	0.1428571	0.5708215	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.021115	0.005779	0.022087	0.01635017	0.006299343	0.021115	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	10	1	2	8	0.8
B	27	0x0400000000004001	1556334230.774648	1556334230.800732	0.026084	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.12.174	us	"Google LLC"	443	192.168.10.222	07	"Private network"	37638	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_6	-_GoogleInc,US	443	https	6	8	1818	6654	20	1350	303	359.7237	0	0.015851	0.004347333	0.005454413	230.0261	69697.9	-0.1428571	-0.5708215	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.002803	0.034742	0.006918001	0.009885949	0.02326817	0.01172236	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	10	1	7	7
A	28	0x0400000000004000	1556334258.293010	1556334258.293115	0.000105	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	37316	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000105	5.25e-05	3.71231e-05	19047.62	609523.8	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.021404	0.02257	0.021987	0.0004122436	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	9	1	14	12	1.333333
B	28	0x0400000000004001	1556334258.314519	1556334258.315685	0.001166	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	37316	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.001166	0.000583	0.0004122433	1715.266	92624.35	0	0.255814	0x0001	1	1	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.021987	0.0004122436	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	9	13	11	11
A	29	0x0400000000004000	1556334267.477367	1556334267.477367	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	38576	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.021287	0.021287	0.021287	0.021287	0	0.021287	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	9	1	12	10	1.111111
B	29	0x0400000000004001	1556334267.498654	1556334267.498654	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	38576	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.021287	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	9	11	9	9
A	30	0x0400000000004000	1556334267.509038	1556334267.566845	0.057807	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	52993	172.217.10.99	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.034102	0.0115614	0.01241129	86.49472	31207.29	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.005966	0.02052	0.016819	0.005426661	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	9	1	4	6	0.6666667
B	30	0x0400000000004001	1556334267.529943	1556334267.538709	0.008766	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.10.99	us	"Google LLC"	443	192.168.10.222	07	"Private network"	52993	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.008634	0.0021915	0.003221465	456.3084	171229.8	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.002457	0.028136	0.0066522	0.009655669	0.0234712	0.01107613	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	9	3	5	5
A	31	0x0400000000004000	1556334322.610825	1556334322.610948	0.000123	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	42328	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000123	6.15e-05	4.348707e-05	16260.16	520325.2	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.02144	0.023837	0.0226385	0.0008474677	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	9	1	14	12	1.333333
B	31	0x0400000000004001	1556334322.632388	1556334322.634785	0.002397	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	42328	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.002397	0.0011985	0.0008474675	834.3763	45056.32	0	0.255814	0x0001	2	2	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.0226385	0.0008474677	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	9	13	11	11
A	32	0x0400000000004000	1556334327.543353	1556334327.543353	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	52396	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.021367	0.021367	0.021367	0.021367	0	0.021367	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	9	1	12	10	1.111111
B	32	0x0400000000004001	1556334327.564720	1556334327.564720	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	52396	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.021367	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	9	11	9	9
A	33	0x0400000000004000	1556334327.576013	1556334327.642244	0.066231	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	58633	172.217.10.131	us	"Google LLC"	443	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.042785	0.0132462	0.01509016	75.49335	27238	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.005577	0.020567	0.01678175	0.005602432	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	9	1	2	6	0.6666667
B	33	0x0400000000004001	1556334327.596736	1556334327.605036	0.008300	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		172.217.10.131	us	"Google LLC"	443	192.168.10.222	07	"Private network"	58633	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.008218	0.002075	0.003071572	481.9277	180843.4	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.002476	0.037208	0.008464999	0.01288983	0.02524675	0.01405472	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	9	1	5	5
A	34	0x0400000000004000	1556334386.738660	1556334386.738911	0.000251	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	39232	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000251	0.0001255	8.87419e-05	7968.128	254980.1	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.081987	0.082305	0.082146	0.0001124267	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	9	1	16	14	1.555556
B	34	0x0400000000004001	1556334386.820898	1556334386.821216	0.000318	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	44:07:0b:50:4d:df	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.222	07	"Private network"	39232	17	0x00	1	22:ef:03:1a:97:b9_44:07:0b:50:4d:df_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.000318	0.000159	0.00011243	6289.308	339622.6	0	0.255814	0x0001	1	1	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.082146	0.0001124267	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	9	15	13	13
A	35	0x0400000000004000	1556334390.236341	1556334390.236341	0.000000	1	3	eth:ipv4:udp	44:07:0b:50:4d:df	22:ef:03:1a:97:b9	0x0800		192.168.10.222	07	"Private network"	53126	8.8.8.8	us	"Google LLC"	53	17	0x00	1	44:07:0b:50:4d:df_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.082192	0.082192	0.082192	0.082192	0	0.082192	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	9	1	16	14	1.555556
